N,P,K,temperature,humidity,pH,crop,Crop_N_kg_per_ha,Crop_P2O5_kg_per_ha,Crop_K2O_kg_per_ha,N_dosage_kg_per_ha,P2O5_dosage_kg_per_ha,K2O_dosage_kg_per_ha,Dosage_Notes,dosage
93,26.578,52,19.67,82.455,7.413,pomegranate,98.556,55.079,120,250,125,250,Standard Application,"N: 250.00 kg/ha, P2O5: 125.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
117.32172116727716,17.788211619276044,58.06125824566342,27.398696951998712,95.07791919933332,6.813856038555797,muskmelon,100.18960812123775,60.69965038338916,59.91204058359465,83.24277658878923,35.64829566267558,66.64439156376751,Standard Application,"N: 83.24 kg/ha, P2O5: 35.65 kg/ha, K2O: 66.64 kg/ha. Notes: Standard Application"
24,82.289,25,21.565,47.599,6.841,cotton,47.857,54.385,20.741,120,60,60,Standard Application,"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
47,55.448,45,27.225,55.112,6.19,watermelon,83.976,72.084,84.046,80,40,60,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
23,45.731,27,29.903,67.929,6.228,cotton,121.281,64.667,91.899,120,60,60,Standard Application,"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
40,30,30,25,60.41,6,urad,15,30,15,20,40,20,Side-dressing (Light-medium feeder),"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
0,0,42.06255199429079,29.167240853904968,90.05809045901304,7.406916222324659,orange,127.88219720191717,59.00154392813877,46.06332249,300,127.48242543611438,232.5235086809642,Standard Application,"N: 335.05 kg/ha, P2O5: 127.48 kg/ha, K2O: 232.52 kg/ha. Notes: Standard Application"
91,9,60,23.389,50.767,6.368,mungbean,102.978,63.173,72.147,20,40,20,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
22,23,44,20.13037175,89.31505137,6.143874691,pomegranate,100,60,60,250,125,250,Standard Application,"N: 250.00 kg/ha, P2O5: 125.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
105,72,164,28.76,60.41,4.9,mango,120,60,60,250,150,250,Standard Application,"N: 250.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
90,33.821,153,27.429,56.005,7.5,mango,122.272,51.757,52.381,250,150,250,Standard Application,"N: 250.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
150,60,65,25,60.41,6.5,sugarcane,180,60,120,200,70,120,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
25,45,20,30,60.41,6.5,groundnut,30,60,40,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
115,75,50,25,60.41,7.5,wheat,120,60,40,120,60,40,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
107,57.928,1,22.992,72.856,7.428,coffee,180,46.071,109.425,80,40,80,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
35,40,25,20,60.41,7.5,gram,20,40,20,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
72.32826893666015,51.66170678564995,0,23.775298162203228,59.75103380148428,6.095946603,tur,25.48424125492296,43.11889533574564,26.83555262,40.85421234063067,46.67557020468045,10,Standard Application,"N: 40.85 kg/ha, P2O5: 46.68 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
95.63024511567012,0,43.13855774242021,29.23476383915333,93.23787494,6.288144241701881,muskmelon,81.56751289840176,57.440856544017024,55.47326127589335,69.51460876,55.58441032097009,10,Standard Application,"N: 69.51 kg/ha, P2O5: 55.58 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
108,85,88,31.652,60.414,7.406,mango,147.246,40,108.363,250,150,250,Standard Application,"N: 250.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
109.41699870304812,87.02939756107045,43.17217390722586,28.377012615228605,77.52625789,6.039371830518796,banana,123.1274596389064,59.06445474994569,63.7232077,300,130.28425647657446,300,Standard Application,"N: 386.86 kg/ha, P2O5: 130.28 kg/ha, K2O: 587.03 kg/ha. Notes: Standard Application"
136.3333344527399,93.27572082443888,335.7504267226309,28.91567847,61.079729135231005,6.3306291828547625,ragi,82.75776736376793,39.13447498003257,42.48661673,49.91379543455414,43.51417126141983,21.75619716744682,Standard Application,"N: 49.91 kg/ha, P2O5: 43.51 kg/ha, K2O: 21.76 kg/ha. Notes: Standard Application"
69,9,7,27.165,67.314,6.121,tur,112.258,60.311,63.94,20,40,20,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
22.639207929777186,19.37240095053841,42.79013997591012,14.959830536671427,100,7.110833987566831,orange,122.0451156217772,59.53865346453903,54.08861558749449,250.9505382235002,135.79028867236917,300,Standard Application,"N: 250.95 kg/ha, P2O5: 135.79 kg/ha, K2O: 340.00 kg/ha. Notes: Standard Application"
42.40538709731963,36.689948751836766,42.19631436624709,28.864570180987467,54.140497032152894,6.887442763,tur,8.395172231167223,38.95778720590599,17.88293423803369,20,29.17481319686285,115.01217994907049,Standard Application,"N: 0.00 kg/ha, P2O5: 29.17 kg/ha, K2O: 115.01 kg/ha. Notes: Standard Application"
99,82.78,52,25.857,60.39,5.515,sugarcane,20,73.285,56.849,200,70,120,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
102,73,52,27.9122104,83.36307683,6.356090905,banana,120,60,60,300,130,300,Standard Application,"N: 400.00 kg/ha, P2O5: 130.00 kg/ha, K2O: 600.00 kg/ha. Notes: Standard Application"
55.89610194720069,64.66578571933881,0,33.147711204559755,97.07682651548208,7.576554618179663,papaya,96.21264687,61.52173637146564,55.51038746109097,268.84821471528966,150,300,Standard Application,"N: 268.85 kg/ha, P2O5: 245.15 kg/ha, K2O: 492.47 kg/ha. Notes: Standard Application"
114,20.178,1,24.474,49.022,7.178,grapes,57.95,40,69.753,60,40,80,Standard Application,"N: 60.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
33.69036515173508,67.18538490373098,0,26.61407074494349,59.157402431033866,7.219681807362233,turmeric,130.3340821,60.44505140642372,56.78262830428601,110.66165068944883,47.63507957089463,198.5537415067827,Standard Application,"N: 110.66 kg/ha, P2O5: 47.64 kg/ha, K2O: 198.55 kg/ha. Notes: Standard Application"
150,18.359,151,35,64.582,6.987,jowar,154.365,62.125,55.448,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
61.44421001436919,59.98708295725334,52.58206586211415,34.24760753950043,87.72733765,7.141503173949902,papaya,91.12234517667196,57.30954044615335,63.71744777685279,227.85562317148285,150,300,Standard Application,"N: 227.86 kg/ha, P2O5: 221.55 kg/ha, K2O: 565.42 kg/ha. Notes: Standard Application"
16.320142274978934,11.998323872559764,15.390459750989413,19.832557220204063,95.49944923,7.230662782232589,orange,120.50708958318675,61.92637389,67.99986526936004,300,135.2051216998178,257.6227691841981,Standard Application,"N: 318.36 kg/ha, P2O5: 135.21 kg/ha, K2O: 257.62 kg/ha. Notes: Standard Application"
153.55154604984295,12.571415856511136,101.9020000034898,28.93475511,60.27300240892756,6.239019801500593,mulberry,101.1967385397854,60.05553042415153,60.885865327369046,295.281636,120.1473633186106,109.23146000079636,Standard Application,"N: 295.28 kg/ha, P2O5: 120.15 kg/ha, K2O: 109.23 kg/ha. Notes: Standard Application"
30,50,20,30,60.41,7,groundnut,30,60,40,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
0,141.9851776776854,197.28810131052512,22.53330769447256,92.83588248,5.563584533448041,apple,119.9660635,59.93921635276061,59.19205385574732,149.74568174139085,77.88548408,191.0767322575421,Standard Application,"N: 149.75 kg/ha, P2O5: 77.89 kg/ha, K2O: 191.08 kg/ha. Notes: Standard Application"
14.571799899677131,35.61656144277868,19.865966273915227,27.500161645883587,58.36475193585876,6.408760495766524,gram,22.615185959412944,38.19763382,13.367859309262204,32.37576453936954,50.08772463163265,179.95572356091202,Standard Application,"N: 32.38 kg/ha, P2O5: 50.09 kg/ha, K2O: 179.96 kg/ha. Notes: Standard Application"
55,60,70,35,60.41,6,ginger,100,60,60,100,75,125,Standard Application,"N: 100.00 kg/ha, P2O5: 75.00 kg/ha, K2O: 125.00 kg/ha. Notes: Standard Application"
17,29,26,26.14162144,93.28415295,6.071897347,coconut,120,60,60,300,150,300,Standard Application,"N: 500.00 kg/ha, P2O5: 320.00 kg/ha, K2O: 1200.00 kg/ha. Notes: Standard Application"
150,75,75,35,60.41,8,sugarcane,180,60,120,200,70,120,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
75,55,40,30,60.41,6.5,jowar,80,40,40,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
103,42,17,24.29470232,84.61527627,6.527541661,cotton,120,60,60,120,60,60,Standard Application,"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
44.78091546759908,41.39185701347437,31.72607041543221,22.059353729579104,61.18788613978415,6.126482673106612,ginger,93.77062302,56.64366927401365,57.24137667057583,110.9683126421028,61.703915370151485,142.93067386554185,Standard Application,"N: 110.97 kg/ha, P2O5: 61.70 kg/ha, K2O: 142.93 kg/ha. Notes: Standard Application"
25,30,20,25,60.41,5.5,groundnut,30,60,40,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
130,65,40,20,60.41,6,lettuce,150,75,75,120,60,60,Side-dressing (Medium-heavy feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Medium-heavy feeder)"
95,60,130,25,60.41,7.5,grapes,100,60,60,60,40,80,Standard Application,"N: 60.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
88.46942259,19.88688883998553,141.16844155695355,21.19559121666724,51.37524296118664,6.154356308924289,wheat,151.14081593030667,42.13014392,70.76703234171276,120,60,40,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
130.43516117808744,14.50263156962676,76.94678172547796,28.588174634710864,59.96888346956618,6.765526494810569,mulberry,99.95774687687228,60.54812708139049,59.49987009983174,298.0750769,119.32343699262246,121.57458726698384,Standard Application,"N: 298.08 kg/ha, P2O5: 119.32 kg/ha, K2O: 121.57 kg/ha. Notes: Standard Application"
18.075678002904432,27.23665128342821,0,33.753004235873554,60.45775852053527,4.542963285788836,mango,135.2013272381514,58.74315666801055,51.16754578490395,254.21777170686389,137.50662845523212,211.16257180724028,Standard Application,"N: 254.22 kg/ha, P2O5: 137.51 kg/ha, K2O: 211.16 kg/ha. Notes: Standard Application"
116.11405051453065,8.204856498892664,51.62047824444743,27.399406619639844,91.00317624316476,6.735614455945911,muskmelon,102.67248303195544,60.59980340645941,59.31404540006249,82.14464154,42.58667748115872,60.83552453620268,Standard Application,"N: 82.14 kg/ha, P2O5: 42.59 kg/ha, K2O: 60.84 kg/ha. Notes: Standard Application"
119.35683028647038,65.44206933460504,141.79607269585466,29.16824835094541,57.91949081539006,6.160123403784052,mango,123.0042915956483,58.63865441398048,60.58728699230431,292.13321017653345,150,300,Standard Application,"N: 292.13 kg/ha, P2O5: 173.32 kg/ha, K2O: 307.05 kg/ha. Notes: Standard Application"
40.48054824677068,63.48032787473264,0,32.338403055544845,62.04627862750565,5.141514860475701,blackgram,101.00466718046988,60.051058046463616,106.83783897135868,41.327303381566765,38.42151644947419,10,Standard Application,"N: 41.33 kg/ha, P2O5: 38.42 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
79,67.318,1,25.609,55.639,6.335,lettuce,96.817,62.988,95.359,120,60,60,Side-dressing (Medium-heavy feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Medium-heavy feeder)"
23.14947277,141.17035315693622,229.3033417985401,21.096092328335924,90.32905847009631,5.996704026664622,apple,135.40725295212363,55.43699248207709,55.68526297258443,134.4005328247853,58.15440397448634,146.3696542511407,Standard Application,"N: 134.40 kg/ha, P2O5: 58.15 kg/ha, K2O: 146.37 kg/ha. Notes: Standard Application"
21.28481501810597,24.718112412343256,0,17.210034320794175,90.02847787985203,5.490265096345443,pomegranate,123.00696459493426,60.55503764132954,59.68728618353028,255.8523301778937,113.34383770674938,300,Standard Application,"N: 255.85 kg/ha, P2O5: 113.34 kg/ha, K2O: 419.08 kg/ha. Notes: Standard Application"
78.93223391919247,39.45303920440146,23.67362016167393,35.359076108233324,61.04894821409208,7.021867164036413,moong,12.712004217634084,30.06868565350133,9.789052353470751,20,38.94980482771274,27.14343762684788,Standard Application,"N: 15.64 kg/ha, P2O5: 38.95 kg/ha, K2O: 27.14 kg/ha. Notes: Standard Application"
51.621739381892944,33.009582846672835,27.34005387615981,20.556564893038228,65.19013349128106,5.9236896660688645,masoor,28.44285062185949,39.21034011205185,14.607442597786422,31.83503425507847,51.09465471173577,10,Standard Application,"N: 31.84 kg/ha, P2O5: 51.09 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
83,31,173,28.76,60.41,6,spinach,120,60,60,140,60,60,Side-dressing (Heavy feeder),"N: 140.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Heavy feeder)"
30,41,15,24.83206631,44.17085032,5.88509677,mothbeans,15,30,15,20,40,20,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
0.9166865770696244,97.98992913879326,6.631204639436074,25.845664356697284,18.028413569145883,5.637680097,kidneybeans,22.933277177539367,42.24372308863726,13.830427661583697,25,45,20,Side-dressing (Light-medium feeder),"N: 25.00 kg/ha, P2O5: 45.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
86,17.159,88,26.187,53.822,5.515,orange,140.137,69.829,86.766,300,150,300,Standard Application,"N: 300.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 300.00 kg/ha. Notes: Standard Application"
164.93382325819414,95.85201247,278.0970250141074,28.513565288908428,61.23546685480792,6.209607903011832,ragi,82.29254732756718,39.72878754348928,37.02248705199282,57.14404266328843,39.308069142307325,37.17604016933059,Standard Application,"N: 57.14 kg/ha, P2O5: 39.31 kg/ha, K2O: 37.18 kg/ha. Notes: Standard Application"
18.415177998403685,56.14253220737535,40.920633562900434,24.763736652986186,60.27758604089906,6.5049868817129175,groundnut,30.89145012964266,60.320656810618885,40.47020953327733,24.44131489377836,64.83922181405825,46.83546662042912,Standard Application,"N: 24.44 kg/ha, P2O5: 64.84 kg/ha, K2O: 46.84 kg/ha. Notes: Standard Application"
100,75,60,25,60.41,8,cotton,120,60,60,120,60,60,Standard Application,"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
88,5,47,25.86475496,86.67468041,6.662244646,watermelon,100,60,60,80,40,60,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
120,19,49,25.79448878,84.26830701,6.762471629,watermelon,100,60,60,80,40,60,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
131.94921155670286,85.76367512732403,46.51365145803583,26.30004748832629,83.10643435490013,5.930033837935693,banana,108.59252140040128,63.356153276148405,65.92593347533536,300,98.55390093934506,300,Standard Application,"N: 435.95 kg/ha, P2O5: 98.55 kg/ha, K2O: 611.53 kg/ha. Notes: Standard Application"
39.70853900833213,25.67837318338375,41.24137642772068,24.87149185237798,57.32570625009184,6.267990648509048,masoor,19.74843327629113,39.09323892316439,20.461885346908065,20,61.526660815271306,10,Standard Application,"N: 11.71 kg/ha, P2O5: 61.53 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
143,69,217,28.76,60.41,5.9,pomegranate,100,60,60,250,125,250,Standard Application,"N: 250.00 kg/ha, P2O5: 125.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
47.16972887142346,52.19168822120133,56.77103306,24.293085878792283,58.51579549077235,6.300695877997572,turmeric,128.74202768435123,58.56797730770824,57.84471416,166.12953074398473,24.61515788736739,81.85889625289381,Standard Application,"N: 166.13 kg/ha, P2O5: 24.62 kg/ha, K2O: 81.86 kg/ha. Notes: Standard Application"
105,74.843,107,18.178,54.573,6.337,apple,163.557,64.872,47.384,150,75,150,Standard Application,"N: 150.00 kg/ha, P2O5: 75.00 kg/ha, K2O: 150.00 kg/ha. Notes: Standard Application"
53.24264156184061,36.92038921269288,1.5543014475804533,38.012208264333005,53.75242861629058,7.794066166483178,moong,6.094607803710504,26.45410223735825,4.725378261166279,20,31.41270574173452,10,Standard Application,"N: 14.30 kg/ha, P2O5: 31.41 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
10,9,28,29.01256899,94.01014388,6.282955073,coconut,120,60,60,300,150,300,Standard Application,"N: 500.00 kg/ha, P2O5: 320.00 kg/ha, K2O: 1200.00 kg/ha. Notes: Standard Application"
8,23,44,18.47412402,89.68919664,7.130837931,pomegranate,100,60,60,250,125,250,Standard Application,"N: 250.00 kg/ha, P2O5: 125.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
85,45,45,20,60.41,6.5,wheat,120,60,40,120,60,40,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
91,31.81,108,29.086,56.816,6.852,kangkong,103.36,49.005,72.482,150,60,60,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
95,45,60,30,60.41,6,kangkong,150,60,60,150,60,60,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
117.96235148601022,37.44747909075725,153.6321946673846,29.203433293972218,78.64946644477614,6.427660568587193,pomegranate,155.4623969239486,50.887388172482005,27.57366687821732,268.23403402051986,126.36470142721429,257.4594574657925,Standard Application,"N: 268.23 kg/ha, P2O5: 126.36 kg/ha, K2O: 257.46 kg/ha. Notes: Standard Application"
192.6593801334222,87.16191162034649,292.4007698488863,32.68199757497222,59.08893104414963,5.812596162,ragi,72.26226259316975,41.99898964879667,46.77069659680499,95.20025109,24.037981910776782,18.43456455033383,Standard Application,"N: 95.20 kg/ha, P2O5: 24.04 kg/ha, K2O: 18.43 kg/ha. Notes: Standard Application"
130.02677330341575,38.94089837562206,40.52218739184939,28.98292404224601,68.62854552283324,6.205780657851429,coconut,102.32085464335788,65.09313462395964,43.16190202719679,300,150,300,Standard Application,"N: 477.54 kg/ha, P2O5: 314.28 kg/ha, K2O: 1293.06 kg/ha. Notes: Standard Application"
72,61.198,46,35,67.95,6.535,mango,78.437,58.099,52.591,250,150,250,Standard Application,"N: 250.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
39,36,22,29.34317422,60.50320928,9.072011412,mothbeans,15,30,15,20,40,20,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
50,20,30,25,60.41,6.5,groundnut,30,60,40,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
